Transition_From*, Transition_To*, Variable*, Range_Lower_Limit*, Range_Upper_Limit*, Possible_Transitions, Executed_Transitions, Weight_Coefficient, Contrast, Significant, 
17, 10, static/dist2protect, 45300, 45400, 90, 18, 0.340532591457045, 0.341147626806029, 0, 
17, 10, static/dist2protect, 45400, 45500, 80, 13, 0.0870836906475066, 0.0872120047062931, 0, 
17, 10, static/dist2protect, 45500, 45700, 147, 29, 0.323438158097745, 0.324388015798131, 0, 
17, 10, static/dist2protect, 45700, 45800, 73, 6, -0.686106197585975, -0.686806040924417, 0, 
17, 10, static/dist2protect, 45800, 45900, 82, 4, -1.24358751299277, -1.24475538920265, 1, 
17, 10, static/dist2protect, 45900, 46000, 70, 7, -0.470397624759284, -0.47089501793837, 0, 
17, 10, static/dist2protect, 46000, 46100, 86, 17, 0.325933792035893, 0.326493552376892, 0, 
17, 10, static/dist2protect, 46100, 46300, 210, 50, 0.563676142771255, 0.566234012991125, 1, 
17, 10, static/dist2protect, 46300, 46600, 289, 52, 0.210010530023232, 0.211181076895545, 0, 
17, 10, static/dist2protect, 46600, 46700, 78, 11, -0.0799703940156596, -0.0800787663485105, 0, 
17, 10, static/dist2protect, 46700, 46900, 169, 30, 0.193550401108399, 0.194176290457773, 0, 
17, 10, static/dist2protect, 46900, 47300, 348, 46, -0.154958668308839, -0.155875205862439, 0, 
17, 10, static/dist2protect, 47300, 47400, 69, 3, -1.36421550078138, -1.36524901222386, 1, 
17, 10, static/dist2protect, 47400, 47500, 75, 5, -0.912230377038323, -0.913111615216514, 1, 
17, 10, static/dist2protect, 47500, 47700, 170, 16, -0.537536927596912, -0.538886235161682, 1, 
17, 10, static/dist2protect, 47700, 47800, 78, 13, 0.117389040142836, 0.117559447058471, 0, 
17, 10, static/dist2protect, 47800, 47900, 84, 19, 0.496878661847739, 0.497759464246719, 0, 
17, 10, static/dist2protect, 47900, 48000, 91, 16, 0.181927561280407, 0.182242620850432, 0, 
17, 10, static/dist2protect, 48000, 48100, 100, 13, -0.174131808616111, -0.174424520604005, 0, 
17, 10, static/dist2protect, 48100, 48700, 522, 83, 0.0611681472983624, 0.0617557297801342, 0, 
17, 10, static/dist2protect, 48700, 48800, 78, 15, 0.291742427287613, 0.292191667713711, 0, 
17, 10, static/dist2protect, 48800, 48900, 92, 14, 0.00917545550260284, 0.00919059137911297, 0, 
17, 10, static/dist2protect, 48900, 53600, 3533, 635, 0.208675828589, 0.223840317145926, 1, 
17, 10, static/dist2protect, 53600, 53700, 96, 35, 1.17130114989304, 1.17416299158781, 1, 
17, 10, static/dist2protect, 53700, 58100, 2407, 696, 0.827343339019162, 0.876550662762966, 1, 
17, 10, static/dist2protect, 58100, 58300, 54, 21, 1.27484182883388, 1.27663278677376, 1, 
17, 10, static/dist2protect, 58300, 62900, 910, 307, 1.05175750343695, 1.07595743501845, 1, 
17, 10, static/dist2road, 0, 100, 3221, 237, -0.806132867611584, -0.842493947934631, 1, 
17, 10, static/dist2road, 100, 300, 11120, 1002, -0.585491060630135, -0.69854634154904, 1, 
17, 10, static/dist2road, 300, 400, 3364, 368, -0.370123453891243, -0.390698402654618, 1, 
17, 10, static/dist2road, 400, 1700, 23603, 3041, -0.184431350848363, -0.305035293156011, 1, 
17, 10, static/dist2road, 1700, 1800, 950, 176, 0.245739074025361, 0.250356177627446, 1, 
17, 10, static/dist2road, 1800, 2400, 4727, 1042, 0.463698370266811, 0.514492778888758, 1, 
17, 10, static/dist2road, 2400, 2500, 557, 157, 0.791608210817262, 0.801893589154597, 1, 
17, 10, static/dist2road, 2500, 7000, 8500, 2439, 0.816540268841571, 1.02027899599222, 1, 
17, 10, static/elevation, 0, 100, 26357, 3765, -0.0650210474820387, -0.120376297472509, 1, 
17, 10, static/elevation, 100, 200, 15745, 4359, 0.766685095304301, 1.21703308850533, 1, 
17, 10, static/elevation, 200, 300, 6737, 280, -1.41130353688028, -1.52349953328032, 1, 
17, 10, static/elevation, 300, 400, 3139, 36, -2.72977877341533, -2.79295568792452, 1, 
17, 10, static/elevation, 400, 1500, 4064, 22, -3.48662549202831, -3.57280063323437, 1, 
17, 10, static/population, 0, 100, 45509, 7298, 0.0713038583154597, 0.430020923398329, 1, 
17, 10, static/population, 100, 200, 8379, 978, -0.297033782585713, -0.343283672501398, 1, 
17, 10, static/population, 200, 300, 1428, 123, -0.63494701180744, -0.648115411029663, 1, 
17, 10, static/population, 300, 600, 346, 25, -0.825738345684879, -0.829548981453363, 1, 
17, 10, static/population, 600, 1400, 380, 38, -0.470397624759284, -0.473110698737509, 1, 
17, 16, distance/distance_to_1, 0, 200, 5885, 1534, -0.077020415165763, -0.0844538095991682, 1, 
17, 16, distance/distance_to_1, 200, 6100, 59813, 16584, 0.0074333944334052, 0.0844538095991682, 1, 
17, 16, static/PlanningUnit, 0, 100, 65698, 18118, 0, 0, 0, 
17, 16, static/dist2deforest, 0, 200, 3771, 552, -0.797771399393997, -0.836882495457178, 1, 
17, 16, static/dist2deforest, 200, 300, 3229, 740, -0.247479530541661, -0.259508484532834, 1, 
17, 16, static/dist2deforest, 300, 500, 4699, 1253, -0.046166876564091, -0.0496834702445312, 0, 
17, 16, static/dist2deforest, 500, 900, 10079, 3049, 0.13013354781126, 0.154523089308949, 1, 
17, 16, static/dist2deforest, 900, 14900, 43920, 12524, 0.0464728928273075, 0.143294812285268, 1, 
17, 16, static/dist2protect, 0, 100, 1559, 84, -1.90008988430289, -1.92693393101722, 1, 
17, 16, static/dist2protect, 100, 700, 311, 27, -1.38763078652916, -1.39212622387026, 1, 
17, 16, static/dist2protect, 700, 800, 75, 12, -0.692721490975817, -0.693383909908388, 1, 
17, 16, static/dist2protect, 800, 900, 68, 8, -1.04939643491455, -1.0502166173832, 1, 
17, 16, static/dist2protect, 900, 10000, 9619, 1412, -0.794473723948809, -0.902667943705276, 1, 
17, 16, static/dist2protect, 10000, 10100, 116, 41, 0.361590538795713, 0.362278509833993, 0, 
17, 16, static/dist2protect, 10100, 10200, 131, 39, 0.107279654708322, 0.107499072925644, 0, 
17, 16, static/dist2protect, 10200, 10300, 113, 27, -0.193003844621463, -0.193321620015692, 0, 
17, 16, static/dist2protect, 10300, 10900, 554, 156, 0.0289105875928149, 0.0291580506409817, 0, 
17, 16, static/dist2protect, 10900, 11000, 96, 41, 0.671745467099552, 0.672854357853612, 1, 
17, 16, static/dist2protect, 11000, 11100, 83, 26, 0.180551855814647, 0.180789222946158, 0, 
17, 16, static/dist2protect, 11100, 11900, 741, 191, -0.0921382645521712, -0.0931671104956317, 0, 
17, 16, static/dist2protect, 11900, 12000, 83, 13, -0.718039298960107, -0.718793812606597, 1, 
17, 16, static/dist2protect, 12000, 12900, 812, 155, -0.478752315937648, -0.484065027991848, 1, 
17, 16, static/dist2protect, 12900, 13000, 81, 31, 0.487470784684716, 0.48813184150754, 1, 
17, 16, static/dist2protect, 13000, 13100, 90, 41, 0.787258354221397, 0.788493486349131, 1, 
17, 16, static/dist2protect, 13100, 13200, 98, 35, 0.377719920725597, 0.378328606443431, 0, 
17, 16, static/dist2protect, 13200, 13300, 101, 30, 0.104024090248556, 0.104187936422106, 0, 
17, 16, static/dist2protect, 13300, 13800, 421, 103, -0.161815808922825, -0.162820548801355, 0, 
17, 16, static/dist2protect, 13800, 14100, 328, 95, 0.0683450236625558, 0.0686931776765133, 0, 
17, 16, static/dist2protect, 14100, 14400, 294, 72, -0.160504677228509, -0.161199556474213, 0, 
17, 16, static/dist2protect, 14400, 32600, 21864, 6065, 0.00809448113301711, 0.0121429308436361, 0, 
17, 16, static/dist2protect, 32600, 32700, 145, 50, 0.323652699455321, 0.324417567730163, 0, 
17, 16, static/dist2protect, 32700, 62900, 27915, 9364, 0.281855439300144, 0.515133445223282, 1, 
17, 16, static/dist2road, 0, 100, 3465, 481, -0.859646105590175, -0.897507490400793, 1, 
17, 16, static/dist2road, 100, 500, 19043, 3302, -0.596233842247033, -0.796756152330777, 1, 
17, 16, static/dist2road, 500, 600, 4190, 933, -0.284650018801174, -0.302689785051805, 1, 
17, 16, static/dist2road, 600, 900, 7902, 2052, -0.0821201483075265, -0.0931116770834016, 1, 
17, 16, static/dist2road, 900, 1700, 12567, 3739, 0.106396293228202, 0.132303266125565, 1, 
17, 16, static/dist2road, 1700, 2200, 5323, 1847, 0.333187079441673, 0.364846592944158, 1, 
17, 16, static/dist2road, 2200, 2400, 1663, 680, 0.596990263650701, 0.614368106394227, 1, 
17, 16, static/dist2road, 2400, 7000, 11545, 5084, 0.725820834378895, 0.909223222626039, 1, 
17, 16, static/elevation, 0, 100, 31896, 9304, 0.0783551395332473, 0.15490289711706, 1, 
17, 16, static/elevation, 100, 200, 19057, 7671, 0.570569040075985, 0.847640957830908, 1, 
17, 16, static/elevation, 200, 300, 7151, 694, -1.26494154649195, -1.37172912262616, 1, 
17, 16, static/elevation, 300, 400, 3528, 425, -1.02252890989625, -1.06623237503025, 1, 
17, 16, static/elevation, 400, 500, 2365, 8, -4.72019677562858, -4.77056182617594, 1, 
17, 16, static/elevation, 500, 1500, 1701, 16, -3.69142553491897, -3.72659837128061, 1, 
17, 16, static/population, 0, 100, 53357, 15146, 0.0401196240436143, 0.222784278529437, 1, 
17, 16, static/population, 100, 300, 11434, 2728, -0.194937117521175, -0.233836004303803, 1, 
17, 16, static/population, 300, 600, 352, 31, -1.37194733301715, -1.37700425482831, 1, 
17, 16, static/population, 600, 1400, 555, 213, 0.491988014274535, 0.496600078626809, 1, 
